"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","real"
2.34158772111505,2.67922017693657,2.58052485537418,3.15001327038155,2.18879850354486,2.59943245319123,2.58966833460926,2.63688472636662,2.54436910126888,2.17508926177769,2.69221555065783,2.69221555065783,2.92338018327978,2.69135879722676,2.68375244529273,1
3.73613328657351,3.74043255388152,3.79400462845757,3.19399233897823,2.79358293307819,3.99809572768306,4.21470362693915,3.73873704723345,3.69228171995912,2.67126833148029,4.10634322358212,4.10634322358212,3.94212052479879,3.99749722428335,4.10890185589392,4
4.246694502789,4.03969106608927,4.19115195113591,3.72291213179177,4.04606079875954,3.85174418378474,4.15178422424408,3.98077866650975,4.09566631617336,4.37074103249152,4.05383908184847,4.05383908184847,4.05420434901934,4.08151958199404,4.05026298333847,5
3.96207502932063,3.93179018747338,4.06908283259263,3.73731069277846,3.54663284047023,3.85498665707897,3.88490415536889,3.92051320983667,4.00019328813386,3.41296391365168,3.78784699889855,3.78784699889855,3.61076084119563,3.8129906375228,3.77895730434289,3
3.8134513956709,3.9590211571689,4.05650202962034,3.61987656897124,3.57481980866356,4.05348131386369,3.74319742847107,3.97719153047134,3.97764677735512,3.43189915044592,3.59888487936165,3.59888487936165,3.31100847244003,3.63514165159117,3.61810919447602,4
3.85202139735896,4.23075638289947,4.39937855708196,4.07486854137679,3.95488785089788,4.26580421445904,4.52192020884211,4.30505096292239,4.30318784981895,4.38007548632238,4.39322143315778,4.39322143315778,4.37185364452036,4.39365512133692,4.39710450942624,3
4.05941910981647,4.16200794537033,4.32342446022517,3.31469331320208,3.62944357405644,3.97117161143855,4.27985806913091,4.00685129004198,4.1210480354313,4.04413332228402,4.17875060019029,4.17875060019029,3.96826307242825,4.16908836133353,4.16796619548646,5
2.52141666666667,2.82659933849908,2.76639203092801,3.83618728460137,4.10033747080214,2.96832196866859,2.98853197019514,2.99077371435046,3.1129154843299,3.55591666666667,2.99303064666805,2.99303064666805,3.36243929870776,2.99416801384676,2.99814290119175,2
4.09345658539961,3.97341495745296,4.08760056005885,3.64983846899035,3.63514899106819,4.01473834690393,3.98981114413684,3.97937175609557,4.01526604531465,3.91762062513939,3.87920077320741,3.87920077320741,3.65109851363859,3.87963670952128,3.87875781684386,4
2.5289623015873,2.6018953175276,2.49005005905818,3.22702496154188,3.11333902691512,2.60830304067884,2.60594709157504,2.6099194768222,2.56426335441991,2.94059375,2.69158206422842,2.69158206422842,3.05760923620928,2.68902179055312,2.69868211760665,3
4.39964379585874,4.19665522738389,4.36168295897756,3.82887141175294,3.84299174795507,4.15809573745194,4.22809580679757,4.19741857637985,4.26982845038558,4.17292863245323,4.11401176220539,4.11401176220539,3.93857932285196,4.13508383377829,4.115408168021,4
3.78481685049698,3.82729732177145,3.88978686335501,3.48747596140141,3.54968830342796,4.00741985960092,4.18923612916656,3.85554293299072,3.7994197558468,3.34899340050335,4.08868102781778,4.08868102781778,3.93064267431492,4.01617472968268,4.08438903551102,5
4.13479879641237,4.08025252435355,4.23707369654919,3.83702725034222,3.61239797233646,4.0018903115758,4.14597283542505,4.07838077188875,4.15959797262686,4.03293534024455,4.04211777735922,4.04211777735922,3.94417681891921,4.06488444617815,4.03953781917945,4
3.25019342024377,3.15699507872067,3.19922752811656,2.7821067728952,2.79604500733183,3.32455430649553,3.3650652085271,3.08250153968801,3.09285706713604,2.76768980918319,3.30703757438866,3.30703757438866,3.09281599708678,3.20928764733039,3.29461496081515,3
3.70917330932956,3.47717065756485,3.53147379476919,2.67297524189622,2.60069146825397,3.28166992204659,3.50692880299758,3.23638875311951,3.27219553797845,3.31566666666667,3.42897594530572,3.42897594530572,3.29862377830217,3.40393308136557,3.42295035621036,3
3.35430363031249,3.38511168759819,3.44443365914209,3.60938380433813,3.47888027309372,3.24727724408094,3.35048280550748,3.36774759192034,3.37755238255154,3.04860826504634,3.29958209833657,3.29958209833657,3.43634002736589,3.3401049023386,3.29848539355219,5
3.50232894815627,3.57817373594368,3.53795553292093,4.34109899497459,4.35741969961963,3.32853800389251,2.80596566417464,3.66400317763748,3.58073076908132,3.87433157342082,2.68373448380688,2.68373448380688,2.69763276295827,2.8908335161804,2.69860714131997,2
4.49789756571332,3.99627850430754,4.10589928292451,3.7599343279956,4.12958504795635,4.09622683992959,4.2070540313397,4.04301198859348,4.03184458429978,4.19342977295067,4.09804451491803,4.09804451491803,3.96360646645032,4.07532051520527,4.09865003713067,5
4.13685940740546,4.04665761133603,4.18135728873963,4.26702428209641,4.10034920634921,3.93490358885002,4.42289746821307,4.12705898705177,4.08791862113234,4.51050835275835,4.3031324398128,4.3031324398128,4.56678702268704,4.33345275980938,4.30451592472991,4
2.93869892795882,3.30906850379212,3.34087742287479,3.4414333455544,3.1197077033089,3.58727173535161,3.86694596645258,3.39864558911423,3.28451369988518,3.87434830447331,3.76000313459572,3.76000313459572,3.96965925605331,3.67931559049709,3.77741370702297,5
4.53661685221163,3.99509989398649,4.14331492790551,3.87735353711221,3.52458544111475,3.895150884076,3.97509042231912,4.00102412816362,4.06840952581345,3.52469207086267,3.8710697983892,3.8710697983892,3.80730455505111,3.91430839536333,3.87147220850112,4
